==> training in progress with 100 words	
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err	
0 24.0122 192.5973 1.821 1 92.40 100.00 92.22 100.00	
1 7.1135 65.3962 20.771 2 26.05 68.00 45.05 94.65	
2 5.1814 61.3870 39.820 3 19.13 53.00 40.10 90.55	
3 3.5584 49.9262 58.794 4 12.62 39.00 40.13 90.35	
4 2.8014 46.8172 77.476 5 10.18 30.00 40.88 89.44	
5 1.9703 34.0668 96.454 6 5.83 26.00 40.14 90.29	
6 1.2786 21.9270 115.685 7 2.04 12.00 38.63 88.89	
7 1.0650 20.8471 134.684 8 2.71 19.00 38.16 88.86	
8 0.8396 13.6456 153.473 9 1.36 9.00 36.96 87.41	
9 0.7263 12.8902 172.583 10 0.81 6.00 37.69 87.79	
10 0.6319 8.7463 191.626 11 0.95 5.00 37.01 87.03	
11 0.5390 7.9979 210.652 12 0.27 2.00 37.66 87.55	
12 0.4895 6.6646 229.330 13 0.14 1.00 37.16 87.09	
13 0.4195 4.2316 248.403 14 0.00 0.00 37.18 86.80	
14 0.3973 4.2031 267.469 15 0.00 0.00 36.85 86.97	
15 0.3956 5.7100 286.360 16 0.14 1.00 37.08 86.57	
16 0.3702 5.2652 305.563 17 0.00 0.00 37.45 86.86	
17 0.3411 3.4306 325.333 18 0.00 0.00 36.69 86.91	
18 0.3351 4.9748 344.485 19 0.00 0.00 37.00 86.97	
19 0.3028 2.9509 363.378 20 0.00 0.00 36.93 86.71	
20 0.2968 3.3668 382.482 21 0.00 0.00 37.58 87.29	
21 0.2908 3.4364 401.533 22 0.00 0.00 37.44 87.12	
22 0.2735 2.5199 420.602 23 0.00 0.00 36.96 86.62	
23 0.2737 2.9157 440.379 24 0.00 0.00 37.63 87.09	
24 0.2646 2.8390 459.373 25 0.00 0.00 36.85 86.62	
25 0.2551 2.5256 478.712 26 0.00 0.00 37.40 87.26	
26 0.2442 2.1339 497.926 27 0.00 0.00 36.95 86.77	
27 0.2442 2.6015 517.054 28 0.00 0.00 37.33 86.91	
28 0.2341 1.9475 535.713 29 0.00 0.00 36.72 86.39	
29 0.2315 1.9017 555.659 30 0.00 0.00 36.92 86.71	
30 0.2286 2.0415 575.067 31 0.00 0.00 36.99 86.71	
31 0.2210 1.6953 593.997 32 0.00 0.00 36.98 86.39	
32 0.2211 2.1052 613.255 33 0.00 0.00 36.95 86.39	
33 0.2174 1.8244 632.500 34 0.00 0.00 36.99 86.28	
34 0.2122 1.7653 651.619 35 0.00 0.00 36.98 86.54	
35 0.2084 1.4339 670.618 36 0.00 0.00 37.17 86.77	
36 0.2050 1.6588 689.726 37 0.00 0.00 37.09 86.36	
37 0.2090 1.9083 708.936 38 0.00 0.00 37.06 86.48	
38 0.1987 1.4821 727.925 39 0.00 0.00 37.10 86.19	
39 0.1940 0.9838 746.984 40 0.00 0.00 37.01 86.36	
40 0.1913 1.0109 766.143 41 0.00 0.00 37.19 86.86	
41 0.1899 1.0415 785.687 42 0.00 0.00 37.15 86.80	
42 0.1895 1.1911 804.821 43 0.00 0.00 37.20 86.57	
43 0.1879 1.2093 823.849 44 0.00 0.00 37.09 86.39	
44 0.1866 1.2229 842.779 45 0.00 0.00 37.27 86.48	
45 0.1837 1.1621 861.579 46 0.00 0.00 37.43 86.71	
46 0.1816 1.0621 880.636 47 0.00 0.00 37.42 86.65	
47 0.1829 1.3147 899.571 48 0.00 0.00 37.61 86.77	
48 0.1801 1.3558 918.750 49 0.00 0.00 37.27 86.45	
49 0.1755 0.8217 937.795 50 0.00 0.00 37.42 86.65	
<vanilla SGD> 	reached max number of iterations	
