==> training in progress with 100 words	
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err	
0 24.0122 192.5973 1.902 1 92.40 100.00 92.22 100.00	
1 24.0015 192.4617 20.145 2 66.62 100.00 69.44 100.00	
2 22.1127 173.3414 38.153 3 58.62 100.00 63.11 100.00	
3 19.8186 151.3619 56.133 4 56.85 99.00 61.57 99.85	
4 17.7517 132.3759 74.387 5 53.05 99.00 59.30 99.39	
5 15.9903 116.6253 92.744 6 46.40 96.00 56.24 98.92	
6 14.4113 103.1032 111.007 7 38.94 92.00 52.21 98.05	
7 12.9124 91.2716 128.996 8 34.60 90.00 49.58 97.06	
8 11.2576 76.9621 147.291 9 29.04 83.00 45.05 95.61	
9 10.1325 67.0253 165.339 10 26.05 78.00 43.07 94.82	
10 9.2041 59.7974 183.366 11 24.02 75.00 41.92 94.13	
11 8.1777 52.6639 201.405 12 21.17 71.00 40.74 93.25	
12 7.3928 45.7802 219.721 13 20.08 68.00 39.57 92.44	
13 6.6955 42.9131 237.759 14 19.13 67.00 39.29 92.32	
14 6.0070 36.7476 255.857 15 16.82 65.00 38.37 90.93	
15 5.4391 34.5178 274.033 16 15.33 60.00 37.79 90.29	
16 4.8180 30.4323 292.189 17 12.89 55.00 37.38 89.79	
17 4.3328 26.8500 310.291 18 10.72 49.00 36.82 89.18	
18 3.8953 25.2600 328.334 19 9.91 47.00 36.72 89.01	
19 3.4326 23.2636 346.625 20 8.14 41.00 36.29 88.98	
20 3.0400 19.9329 364.674 21 6.78 38.00 35.95 88.22	
21 2.6925 18.0884 382.708 22 5.02 30.00 35.89 88.11	
22 2.3839 16.3170 400.876 23 4.21 27.00 35.61 87.93	
23 2.1220 14.2107 419.143 24 3.26 21.00 35.58 87.90	
24 1.8773 13.5822 437.207 25 2.58 18.00 35.58 87.53	
25 1.6563 11.2701 455.251 26 1.90 14.00 35.51 87.70	
26 1.4703 10.5221 473.547 27 1.49 11.00 35.58 87.41	
27 1.2901 9.0106 491.585 28 1.49 11.00 35.65 87.35	
28 1.1569 8.1068 509.591 29 1.49 11.00 35.64 87.38	
29 1.0210 8.9928 527.684 30 0.95 7.00 35.85 87.26	
30 0.9183 7.7514 545.947 31 0.81 6.00 35.86 87.18	
31 0.8212 8.0011 563.960 32 0.68 5.00 36.04 87.38	
32 0.7355 6.9597 581.976 33 0.54 4.00 36.09 87.50	
33 0.6590 6.5785 600.126 34 0.27 2.00 36.22 87.41	
34 0.5885 5.7006 618.281 35 0.27 2.00 36.21 87.35	
35 0.5336 5.1738 636.358 36 0.14 1.00 36.29 87.29	
36 0.4672 4.9086 654.404 37 0.00 0.00 36.25 87.00	
37 0.4223 4.2997 672.704 38 0.00 0.00 36.24 87.00	
38 0.3837 3.9834 690.752 39 0.00 0.00 36.35 87.06	
39 0.3330 3.6032 708.777 40 0.00 0.00 36.28 87.03	
40 0.3018 3.1635 726.890 41 0.00 0.00 36.31 86.94	
41 0.2740 3.0467 745.125 42 0.00 0.00 36.37 86.91	
42 0.2348 2.2070 763.147 43 0.00 0.00 36.54 87.12	
43 0.2143 2.0739 781.143 44 0.00 0.00 36.60 87.23	
44 0.1970 2.6530 799.496 45 0.00 0.00 36.85 87.23	
45 0.1788 2.3275 817.998 46 0.00 0.00 36.87 87.32	
46 0.1631 2.1253 836.396 47 0.00 0.00 36.87 87.21	
47 0.1479 1.8713 854.389 48 0.00 0.00 37.00 87.38	
48 0.1324 1.6829 872.571 49 0.00 0.00 36.99 87.35	
49 0.1191 1.5276 890.548 50 0.00 0.00 37.18 87.38	
<optim.lbfgs> 	reached max number of iterations	
