==> training in progress with 100 words	
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err	
0 24.0122 192.5973 2.062 1 92.40 100.00 92.22 100.00	
1 24.0015 192.4616 22.587 2 66.62 100.00 69.44 100.00	
2 22.1128 173.3414 42.787 3 58.62 100.00 63.11 100.00	
3 19.8191 151.3628 62.927 4 56.85 99.00 61.57 99.85	
4 17.7526 132.3773 83.251 5 53.05 99.00 59.30 99.39	
5 15.9915 116.6269 103.442 6 46.40 96.00 56.24 98.92	
6 14.4130 103.1046 123.583 7 38.94 92.00 52.21 98.05	
7 12.9147 91.2720 143.788 8 34.60 90.00 49.58 97.06	
8 11.2607 76.9631 164.390 9 29.04 83.00 45.05 95.61	
9 10.1363 67.0254 184.604 10 26.05 78.00 43.08 94.82	
10 9.2086 59.7937 204.849 11 24.02 75.00 41.93 94.16	
11 8.1834 52.6612 225.167 12 21.17 71.00 40.75 93.25	
12 7.3992 45.7757 245.356 13 20.08 68.00 39.57 92.44	
13 6.7028 42.8992 265.537 14 19.13 67.00 39.29 92.32	
14 6.0157 36.7358 285.655 15 16.82 65.00 38.38 90.93	
15 5.4491 34.5028 306.064 16 15.33 60.00 37.79 90.29	
16 4.8295 30.4221 326.280 17 12.89 55.00 37.39 89.82	
17 4.3456 26.8353 346.409 18 10.72 49.00 36.84 89.21	
18 3.9098 25.2448 366.876 19 9.91 47.00 36.73 88.98	
19 3.4490 23.2496 387.004 20 8.14 41.00 36.29 88.98	
20 3.0583 19.9181 407.131 21 6.78 38.00 35.96 88.28	
21 2.7126 18.0747 427.288 22 5.02 30.00 35.89 88.11	
22 2.4060 16.3019 447.739 23 4.21 27.00 35.60 87.96	
23 2.1460 14.1991 468.134 24 3.26 21.00 35.59 87.90	
24 1.9034 13.5699 488.468 25 2.58 18.00 35.59 87.53	
25 1.6844 11.2577 508.676 26 1.90 14.00 35.51 87.70	
26 1.5006 10.5104 528.952 27 1.49 11.00 35.55 87.38	
27 1.3227 9.0013 549.205 28 1.49 11.00 35.63 87.29	
28 1.1916 8.0985 569.479 29 1.49 11.00 35.64 87.41	
29 1.0581 8.9904 589.886 30 0.95 7.00 35.84 87.26	
30 0.9575 7.7538 610.015 31 0.81 6.00 35.85 87.15	
31 0.8627 7.9996 630.141 32 0.68 5.00 36.04 87.35	
32 0.7793 6.9624 650.202 33 0.54 4.00 36.09 87.47	
33 0.7052 6.5805 670.430 34 0.27 2.00 36.20 87.38	
34 0.6371 5.7022 690.491 35 0.27 2.00 36.22 87.32	
35 0.5844 5.1754 710.476 36 0.14 1.00 36.29 87.32	
36 0.5211 4.9159 730.667 37 0.14 1.00 36.25 87.00	
37 0.4785 4.3091 750.825 38 0.00 0.00 36.25 86.94	
38 0.4422 3.9862 770.852 39 0.00 0.00 36.30 87.00	
39 0.3948 3.6062 790.902 40 0.00 0.00 36.26 87.03	
40 0.3661 3.1681 811.186 41 0.00 0.00 36.30 86.94	
41 0.3407 3.0352 831.188 42 0.00 0.00 36.32 86.94	
42 0.3055 2.2273 851.211 43 0.00 0.00 36.50 87.12	
43 0.2872 2.0866 871.380 44 0.00 0.00 36.53 87.15	
44 0.2719 2.5318 891.663 45 0.00 0.00 36.80 87.09	
45 0.2563 2.2357 911.747 46 0.00 0.00 36.79 87.15	
46 0.2429 2.0458 931.777 47 0.00 0.00 36.80 87.18	
47 0.2297 1.8090 952.055 48 0.00 0.00 36.90 87.32	
48 0.2181 1.6259 972.067 49 0.00 0.00 36.96 87.23	
49 0.2080 1.5116 992.059 50 0.00 0.00 37.09 87.29	
<optim.lbfgs> 	reached max number of iterations	
