==> training in progress with 100 words	
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err	
0 24.0122 192.5973 1.884 1 92.40 100.00 92.22 100.00	
1 7.1033 65.3821 21.838 2 26.05 68.00 45.06 94.65	
2 5.1647 61.3707 41.839 3 19.13 53.00 40.10 90.55	
3 3.5355 49.8575 61.934 4 12.62 39.00 40.12 90.35	
4 2.7747 46.7710 81.616 5 10.18 30.00 40.87 89.44	
5 1.9379 33.9723 101.611 6 5.83 26.00 40.11 90.26	
6 1.2432 21.8696 121.706 7 2.04 12.00 38.62 88.80	
7 1.0244 20.6906 141.736 8 2.71 19.00 38.14 88.86	
8 0.7981 13.5686 161.485 9 1.22 8.00 36.96 87.35	
9 0.6814 12.7426 181.630 10 0.81 6.00 37.66 87.73	
10 0.5863 8.7034 201.761 11 0.95 5.00 36.99 87.00	
11 0.4915 7.9239 221.742 12 0.27 2.00 37.66 87.55	
12 0.4403 6.5907 241.408 13 0.00 0.00 37.15 87.12	
13 0.3695 4.2018 261.445 14 0.00 0.00 37.20 86.89	
14 0.3458 4.1802 281.595 15 0.00 0.00 36.86 86.97	
15 0.3418 5.6020 301.510 16 0.14 1.00 37.06 86.51	
16 0.3151 5.1426 321.640 17 0.00 0.00 37.46 86.89	
17 0.2854 3.3762 341.836 18 0.00 0.00 36.67 86.83	
18 0.2777 4.8524 361.945 19 0.00 0.00 37.00 86.83	
19 0.2451 2.9182 381.884 20 0.00 0.00 36.95 86.74	
20 0.2377 3.3067 402.244 21 0.00 0.00 37.58 87.38	
21 0.2303 3.3330 422.341 22 0.00 0.00 37.44 87.15	
22 0.2126 2.4712 442.377 23 0.00 0.00 36.99 86.71	
23 0.2114 2.8499 462.103 24 0.00 0.00 37.64 87.03	
24 0.2015 2.7698 482.126 25 0.00 0.00 36.88 86.59	
25 0.1911 2.4410 502.129 26 0.00 0.00 37.38 87.26	
26 0.1799 2.1129 522.327 27 0.00 0.00 36.95 86.77	
27 0.1787 2.5419 542.555 28 0.00 0.00 37.30 86.94	
28 0.1681 1.9174 562.287 29 0.00 0.00 36.75 86.48	
29 0.1645 1.8612 582.288 30 0.00 0.00 36.91 86.71	
30 0.1608 1.9868 602.423 31 0.00 0.00 36.96 86.71	
31 0.1526 1.6523 622.334 32 0.00 0.00 36.90 86.33	
32 0.1516 2.0000 641.987 33 0.00 0.00 36.91 86.22	
33 0.1475 1.7935 662.094 34 0.00 0.00 37.00 86.30	
34 0.1419 1.7332 682.222 35 0.00 0.00 36.99 86.51	
35 0.1373 1.4032 702.192 36 0.00 0.00 37.17 86.74	
36 0.1331 1.5637 722.295 37 0.00 0.00 37.13 86.33	
37 0.1360 1.8153 742.091 38 0.00 0.00 37.06 86.45	
38 0.1259 1.4268 762.092 39 0.00 0.00 37.07 86.16	
39 0.1209 0.9959 782.090 40 0.00 0.00 37.05 86.48	
40 0.1177 1.0093 802.103 41 0.00 0.00 37.14 86.77	
41 0.1157 1.0453 821.839 42 0.00 0.00 37.13 86.91	
42 0.1143 1.1485 841.889 43 0.00 0.00 37.14 86.54	
43 0.1123 1.1729 861.934 44 0.00 0.00 37.13 86.39	
44 0.1104 1.1915 881.822 45 0.00 0.00 37.33 86.68	
45 0.1072 1.1324 901.573 46 0.00 0.00 37.42 86.68	
46 0.1047 1.0485 921.588 47 0.00 0.00 37.43 86.71	
47 0.1051 1.2671 941.526 48 0.00 0.00 37.58 86.68	
48 0.1018 1.2783 961.688 49 0.00 0.00 37.28 86.36	
49 0.0973 0.8313 981.682 50 0.00 0.00 37.39 86.68	
<vanilla SGD> 	reached max number of iterations	
