3 machines found
yanzis-MacBook-Pro.local
yanzis-MacBook-Pro.local
yanzis-MacBook-Pro.local
CRF loss
Parsing training data: ../data/train.txt
Parsing test data: ../data/test.txt
Data loading completed
====================  Summary of settings =================
Training data: ../data/train.txt
Test data: ../data/test.txt
loss: CRF, lambda: 1.000000e-04, Processors: 3
dim: 129, classes: 26
Train: #word=3438, #letter=25953
Test: #word=3439, #letter=26198
===========================================================
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err 
55 2.17247 0.0736891 36.0899 59 9.590413 37.172775 14.741583 49.869148
56 2.16639 0.0423193 36.7092 60 9.528764 36.969168 14.791205 49.840070
57 2.15975 0.0488575 37.3359 61 9.528764 36.910995 14.753035 49.752835
58 2.15296 0.0586933 37.9421 62 9.509498 36.910995 14.676693 49.345740
59 2.14613 0.0944759 38.5794 63 9.521057 37.143688 14.737766 49.374818
60 2.13808 0.0389879 39.2164 64 9.524910 37.056428 14.596534 48.967723
61 2.13407 0.0364081 39.8461 65 9.478673 36.823735 14.535461 48.967723
62 2.12898 0.0503863 40.4651 66 9.474820 36.620128 14.623254 49.200349
63 2.12567 0.0931352 41.0867 67 9.397757 36.474695 14.535461 49.374818
64 2.12047 0.0395645 41.7078 68 9.351520 36.358348 14.569814 49.432975
65 2.11665 0.0337843 42.3949 69 9.266751 36.212914 14.573632 49.258505
66 2.11359 0.0423256 43.0249 70 9.181983 36.067481 14.573632 49.200349
67 2.10789 0.0520387 43.6459 71 9.035564 35.863874 14.565997 48.938645
68 2.10489 0.052567 44.8669 73 9.047124 35.892961 14.619437 49.113114
69 2.10181 0.027135 45.5141 74 9.043271 35.863874 14.646156 49.084036
70 2.09913 0.0328796 46.1414 75 8.954649 35.514834 14.600351 48.996801
71 2.09638 0.0545229 46.7605 76 8.912264 35.253054 14.512558 48.938645
72 2.09356 0.0477407 47.3737 77 8.846761 35.020361 14.508741 48.938645
73 2.09116 0.0277958 48.0037 78 8.812083 35.107621 14.535461 49.084036
74 2.08898 0.0287242 48.6335 79 8.731168 34.933101 14.455302 48.851410
75 2.08699 0.0330212 49.2439 80 8.769699 35.049447 14.466753 48.880489
76 2.08293 0.0454686 49.8814 81 8.769699 34.904014 14.451485 48.822332
77 2.08081 0.0462551 50.576 82 8.800524 34.671321 14.447668 48.560628
78 2.07868 0.0225629 51.2801 83 8.758140 34.758581 14.432399 48.764176
79 2.07692 0.0243875 51.9514 84 8.812083 34.874927 14.497290 48.967723
80 2.07486 0.0298154 52.5821 85 8.796671 34.758581 14.497290 49.084036
81 2.07145 0.0322787 53.1985 86 8.812083 34.787667 14.474387 48.909567
82 2.07014 0.0373263 54.4057 88 8.839055 34.816754 14.394229 49.025880
83 2.0684 0.0170526 55.0393 89 8.738874 34.554974 14.497290 49.084036
84 2.06731 0.0191334 55.7111 90 8.735021 34.496800 14.516375 49.113114
85 2.06596 0.0363864 56.3505 91 8.611721 34.293194 14.470570 49.171271
86 2.06445 0.0229724 56.9865 92 8.723462 34.264107 14.447668 49.054958
87 2.063 0.017265 57.6047 93 8.692637 34.264107 14.344606 48.676941
88 2.06168 0.0315798 58.2196 94 8.634840 34.176847 14.352241 48.502472
89 2.06056 0.0227152 58.8277 95 8.646399 34.264107 14.371326 48.676941
90 2.05941 0.0175515 59.4531 96 8.650252 34.264107 14.363692 48.851410
91 2.05832 0.0269631 60.0661 97 8.692637 34.467714 14.333155 48.706019
92 2.05747 0.0243297 60.6823 98 8.719609 34.613147 14.298801 48.560628
93 2.05669 0.0192163 61.343 99 8.696490 34.467714 14.321704 48.589706
94 2.05535 0.0224004 61.9559 100 8.627134 34.351367 14.317887 48.531550
95 2.05517 0.0493878 62.5618 101 8.665665 34.351367 14.283533 48.589706
96 2.0544 0.0190076 63.1717 102 8.661812 34.380454 14.279716 48.444315
97 2.05389 0.0132203 63.7826 103 8.661812 34.409540 14.317887 48.502472
98 2.05317 0.0209817 64.3959 104 8.673371 34.467714 14.279716 48.415237
99 2.05232 0.021979 65.0054 105 8.638693 34.351367 14.249179 48.328002
100 2.05065 0.02445 65.6259 106 8.688784 34.642234 14.218643 48.240768
101 2.05001 0.0260143 66.8316 108 8.708049 34.642234 14.226277 48.182611
102 2.04918 0.0118634 67.4542 109 8.665665 34.642234 14.207191 48.182611
103 2.04862 0.0128872 68.0799 110 8.673371 34.642234 14.214826 48.153533
104 2.04791 0.0199006 68.7121 111 8.692637 34.700407 14.237728 48.182611
105 2.04714 0.0241735 69.3368 112 8.715755 34.613147 14.272082 48.444315
106 2.04645 0.0152652 69.9535 113 8.711902 34.438627 14.222460 48.386159
107 2.04591 0.0123745 70.5829 114 8.711902 34.467714 14.218643 48.298924
108 2.04546 0.019231 71.2161 115 8.684930 34.438627 14.226277 48.240768
109 2.04492 0.0160809 71.8318 116 8.723462 34.496800 14.169021 48.182611
110 2.04427 0.0129431 72.4456 117 8.677224 34.293194 14.199557 48.211689
111 2.04387 0.0232769 73.0573 118 8.657959 34.351367 14.310253 48.531550
112 2.04344 0.0135257 73.6772 119 8.700343 34.322280 14.260631 48.444315
113 2.04305 0.0109011 74.3002 120 8.704196 34.380454 14.241545 48.502472
114 2.04256 0.0128189 74.9354 121 8.715755 34.322280 14.260631 48.473393
115 2.04218 0.0288882 75.5804 122 8.684930 34.293194 14.237728 48.473393
116 2.04167 0.0136544 76.1904 123 8.665665 34.322280 14.275899 48.531550
117 2.04135 0.0103483 76.8088 124 8.638693 34.235020 14.275899 48.473393
118 2.04099 0.0113546 77.437 125 8.681077 34.264107 14.249179 48.357081
119 2.04055 0.0143688 78.072 126 8.673371 34.264107 14.230094 48.328002
120 2.04004 0.0106817 78.682 127 8.704196 34.351367 14.218643 48.211689
121 2.03964 0.0174879 79.2981 128 8.681077 34.264107 14.249179 48.328002
122 2.03919 0.0125096 79.921 129 8.684930 34.293194 14.252996 48.298924
123 2.03887 0.0100347 80.5235 130 8.642546 34.293194 14.256813 48.298924
124 2.0385 0.0137202 81.1377 131 8.657959 34.351367 14.272082 48.415237
125 2.03816 0.0103415 81.7613 132 8.650252 34.351367 14.211008 48.357081
126 2.03789 0.00928372 82.3731 133 8.654105 34.351367 14.245362 48.357081
127 2.03747 0.0129282 82.9983 134 8.654105 34.264107 14.214826 48.298924
128 2.03729 0.0216415 83.6134 135 8.654105 34.235020 14.214826 48.211689
129 2.03694 0.00817537 84.2825 136 8.638693 34.205934 14.222460 48.269846
130 2.03675 0.00690436 84.9715 137 8.619427 34.118674 14.195740 48.298924
131 2.03652 0.00891527 85.6697 138 8.630987 34.176847 14.180472 48.298924
132 2.03613 0.0108838 86.3018 139 8.646399 34.060500 14.176655 48.386159
133 2.03606 0.0247276 86.9155 140 8.654105 34.002327 14.176655 48.357081
134 2.03563 0.00794752 87.5347 141 8.619427 33.915067 14.146118 48.298924
135 2.03549 0.00625943 88.1508 142 8.596309 33.827807 14.180472 48.357081
136 2.03529 0.00947486 88.7703 143 8.619427 33.944154 14.153752 48.298924
137 2.03507 0.0210735 89.4382 144 8.657959 34.002327 14.153752 48.211689
138 2.03482 0.00960231 90.0632 145 8.669518 34.002327 14.169021 48.386159
139 2.03463 0.00626126 90.6818 146 8.681077 34.002327 14.176655 48.473393
140 2.0345 0.008612 91.3409 147 8.661812 34.002327 14.195740 48.531550
141 2.03426 0.0128561 91.9576 148 8.681077 34.002327 14.176655 48.386159
142 2.03403 0.0102163 92.5908 149 8.677224 34.060500 14.191923 48.357081
143 2.03385 0.00650218 93.2027 150 8.657959 34.060500 14.146118 48.386159
144 2.03366 0.00806921 93.8198 151 8.634840 34.060500 14.149935 48.211689
145 2.03353 0.0185845 94.4446 152 8.654105 34.118674 14.119398 48.182611
146 2.03336 0.0112513 95.0573 153 8.619427 34.002327 14.115581 48.124455
147 2.03313 0.00630766 95.6987 154 8.580896 33.944154 14.107947 48.211689
148 2.03303 0.00721511 96.3179 155 8.600162 33.973240 14.134667 48.240768
149 2.03284 0.0183927 96.929 156 8.588602 33.973240 14.157569 48.182611
150 2.03261 0.00767941 97.5454 157 8.615574 33.827807 14.127033 48.240768
151 2.03252 0.00576362 98.1544 158 8.623281 33.885980 14.134667 48.269846
152 2.03236 0.00633602 98.7623 159 8.623281 34.089587 14.119398 48.240768
153 2.03224 0.013231 99.3858 160 8.642546 34.031414 14.142301 48.298924
154 2.03209 0.00717446 99.9976 161 8.615574 34.031414 14.123216 48.240768
155 2.03195 0.00517278 100.606 162 8.592456 34.031414 14.161386 48.298924
156 2.03184 0.00585672 101.221 163 8.573190 33.944154 14.176655 48.240768
157 2.03168 0.0123419 101.84 164 8.596309 34.002327 14.169021 48.153533
158 2.0315 0.00612199 102.45 165 8.607868 33.856894 14.169021 48.153533
159 2.03141 0.00469132 103.069 166 8.615574 33.856894 14.130850 48.095377
160 2.03127 0.00764366 103.682 167 8.630987 33.973240 14.138484 48.095377
161 2.03121 0.0137089 104.298 168 8.661812 33.973240 14.157569 48.182611
162 2.0311 0.00570712 104.924 169 8.661812 33.944154 14.153752 48.182611
163 2.031 0.0050061 105.554 170 8.607868 33.973240 14.161386 48.182611
164 2.03093 0.00578974 106.169 171 8.615574 34.031414 14.153752 48.153533
165 2.03076 0.00698319 106.782 172 8.638693 34.147760 14.161386 48.240768
166 2.03069 0.00807869 107.991 174 8.661812 34.264107 14.180472 48.240768
167 2.03057 0.00462249 108.615 175 8.638693 34.147760 14.165203 48.153533
168 2.03047 0.00417934 109.231 176 8.600162 34.031414 14.149935 48.153533
Optimization converged with status CONVERGED_GTTOL.
Total CPU time: 98.11 seconds 
Total wallclock time: 109.231 seconds 
Objective/gradient CPU time: 94.6 seconds 
Objective/gradient wallclock time: 104.732 seconds 
